,"3","14","0","0","0","-0.00708388561422457","13","5","0","0","0","0.12989743388311695","14","1","0","0","0","0.05689474019042488","3","14","0","0","0","-0.017656150792666084","13","5","0","0","0","0.12532321918076755","14","1","0","0","0","0.056462650812659644","3","14","0","0","0","-0.0677912593811255","7","8","0","0","0","-0.007123374253203925","13","2","0","0","0","0.08583984644084837","3","14","0","0","0","-0.039691014912309856","7","8","0","0","0","0.042783692697386785","14","1","0","0","0","0.055781434841237765","3","14","0","0","0","-0.0462986806488358","7","8","0","0","0","0.03414190514208183","14","1","0","0","0","0.05551137898013449","3","14","0","0","0","-0.07763312351662292","7","8","0","0","0","-0.010674331130474675","13","2","0","0","0","0.085427681803308","3","14","0","0","0","-0.07229814421039514","7","8","0","0","0","0.007157921523399158","14","1","0","0","0","0.05466812949205065","3","14","0","0","0","-0.07494121050500552","7","8","0","0","0","0.003701206501277176","14","1","0","0","0","0.054560107147609345","3","14","0","0","0","-0.08747498765212038","7","8","0","0","0","-0.014225288007745423","13","2","0","0","0","0.08501551716576763"
,"3","15","0","0","0","-0.007990799712842625","13","5","0","0","0","0.12989743388311695","15","1","0","0","0","0.053911678755103644","3","15","0","0","0","-0.017491091786952913","13","5","0","0","0","0.12532321918076755","15","1","0","0","0","0.05356155387537001","3","15","0","0","0","-0.06101733966351624","9","7","0","0","0","0.047306878958764204","14","2","0","0","0","0.08413222272492245","3","15","0","0","0","-0.03971647204274887","9","7","0","0","0","0.07931117915627944","15","1","0","0","0","0.05292087344068977","3","15","0","0","0","-0.0456541545890678","9","7","0","0","0","0.07287763449117403","15","1","0","0","0","0.05270204539085625","3","15","0","0","0","-0.07285805951191987","9","7","0","0","0","0.04110244388047763","14","2","0","0","0","0.08334435795307653","3","15","0","0","0","-0.07144214437265511","9","7","0","0","0","0.05018150291251177","15","1","0","0","0","0.051930068126275916","3","15","0","0","0","-0.07381721739118269","9","7","0","0","0","0.0476080850464696","15","1","0","0","0","0.0518425369063425","3","15","0","0","0","-0.08469877936032351","8","8","0","0","0","0.004802223371251293","14","2","0","0","0","0.08255649318123062"
,"3","16","0","0","0","-0.008690084600265676","13","6","0","0","0","0.1297460309432505","15","1","0","0","0","0.053911678755103644","3","16","0","0","0","-0.017272416333017074","13","6","0","0","0","0.1245161725436051","15","1","0","0","0","0.05356155387537001","3","16","0","0","0","-0.055447516904099624","10","6","0","0","0","0.07210000323164428","14","2","0","0","0","0.08413222272492245","3","16","0","0","0","-0.03954706319008076","10","6","0","0","0","0.09822596257655467","15","1","0","0","0","0.05292087344068977","3","16","0","0","0","-0.044911020523050384","10","6","0","0","0","0.09297408938055024","15","1","0","0","0","0.05270204539085625","3","16","0","0","0","-0.06877045837997697","10","6","0","0","0","0.06703515826977768","14","2","0","0","0","0.08334435795307653","3","16","0","0","0","-0.07040404177989584","10","6","0","0","0","0.07444663503062186","15","1","0","0","0","0.051930068126275916","3","16","0","0","0","-0.07254962471308368","10","6","0","0","0","0.0723458857522201","15","1","0","0","0","0.0518425369063425","3","16","0","0","0","-0.08209339985585433","8","8","0","0","0","0.004802223371251293","14","2","0","0","0","0.08255649318123062"
,"3","17","0","0","0","-0.009226420760819342","15","4","0","0","0","0.12193808817460533","15","1","0","0","0","0.053911678755103644","3","17","0","0","0","-0.017016878024361755","15","4","0","0","0","0.1192561095081205","15","1","0","0","0","0.05356155387537001","3","17","0","0","0","-0.05079170932561763","11","6","0","0","0","0.0848439205763863","14","2","0","0","0","0.08413222272492245","3","17","0","0","0","-0.03923526297551209","11","6","0","0","0","0.10376857501456825","15","1","0","0","0","0.05292087344068977","3","17","0","0","0","-0.04410429876522609","11","6","0","0","0","0.09931851441649978","15","1","0","0","0","0.05270204539085625","3","17","0","0","0","-0.06521356832851102","11","6","0","0","0","0.07821572636268395","14","2","0","0","0","0.08334435795307653","3","17","0","0","0","-0.06924410519020482","11","6","0","0","0","0.0818086716097353","15","1","0","0","0","0.051930068126275916","3","17","0","0","0","-0.07119171950609042","11","6","0","0","0","0.0800286473705079","15","1","0","0","0","0.0518425369063425","3","17","0","0","0","-0.0796354273314044","8","8","0","0","0","0.004802223371251293","14","2","0","0","0","0.08255649318123062"
,"3","19","0","0","0","-0.009939057143223953","16","4","0","0","0","0.11962864623440626","16","1","0","0","0","0.051216040021419315","3","19","0","0","0","-0.016440854411407226","16","4","0","0","0","0.11732834974136491","16","1","0","0","0","0.05092835933629167","3","19","0","0","0","-0.04345944530096747","13","4","0","0","0","0.10454141548432191","15","2","0","0","0","0.08205929173040563","3","19","0","0","0","-0.038330618453057415","14","3","0","0","0","0.10568163372986343","16","1","0","0","0","0.05032877119698161","3","19","0","0","0","-0.04239424174567197","14","3","0","0","0","0.10426570535775073","16","1","0","0","0","0.05014897076877684","3","19","0","0","0","-0.059280861051647114","13","4","0","0","0","0.10105993973571055","15","2","0","0","0","0.08105501987984465","3","19","0","0","0","-0.0667221797628909","13","4","0","0","0","0.10294714329981833","16","1","0","0","0","0.04944150237254393","3","19","0","0","0","-0.06834762907993672","13","4","0","0","0","0.10201218107315344","16","1","0","0","0","0.04936958220126201","3","19","0","0","0","-0.07510227680232677","9","8","0","0","0","0.0210823367904658","15","2","0","0","0","0.08005074802928369"
,"3","19","0","0","0","-0.009939057143223953","16","4","0","0","0","0.11962864623440626","16","1","0","0","0","0.051216040021419315","3","19","0","0","0","-0.016440854411407226","16","4","0","0","0","0.11732834974136491","16","1","0","0","0","0.05092835933629167","3","19","0","0","0","-0.04345944530096747","14","4","0","0","0","0.10650025403100434","15","2","0","0","0","0.08205929173040563","3","19","0","0","0","-0.038330618453057415","14","3","0","0","0","0.10568163372986343","16","1","0","0","0","0.05032877119698161","3","19","0","0","0","-0.04239424174567197","14","3","0","0","0","0.10426570535775073","16","1","0","0","0","0.05014897076877684","3","19","0","0","0","-0.059280861051647114","14","4","0","0","0","0.1025708892220526","15","2","0","0","0","0.08105501987984465","3","19","0","0","0","-0.0667221797628909","14","4","0","0","0","0.10304076328308268","16","1","0","0","0","0.04944150237254393","3","19","0","0","0","-0.06834762907993672","14","4","0","0","0","0.10225259090360093","16","1","0","0","0","0.04936958220126201","3","19","0","0","0","-0.07510227680232677","9","8","0","0","0","0.0210823367904658","15","2","0","0","0","0.08005074802928369"
,"3","19","0","0","0","-0.009939057143223953","18","4","0","0","0","0.11479929287846682","16","1","0","0","0","0.051216040021419315","3","19","0","0","0","-0.016440854411407226","18","4","0","0","0","0.11307028307861755","16","1","0","0","0","0.05092835933629167","3","19","0","0","0","-0.04345944530096747","18","2","0","0","0","0.07519376808368572","15","2","0","0","0","0.08205929173040563","3","19","0","0","0","-0.038330618453057415","14","3","0","0","0","0.10568163372986343","16","1","0","0","0","0.05032877119698161","3","19","0","0","0","-0.04239424174567197","14","3","0","0","0","0.10426570535775073","16","1","0","0","0","0.05014897076877684","3","19","0","0","0","-0.059280861051647114","18","2","0","0","0","0.07399610505230356","15","2","0","0","0","0.08105501987984465","3","19","0","0","0","-0.0667221797628909","18","2","0","0","0","0.07366138918835669","16","1","0","0","0","0.04944150237254393","3","19","0","0","0","-0.06834762907993672","18","2","0","0","0","0.07349964959118972","16","1","0","0","0","0.04936958220126201","3","19","0","0","0","-0.07510227680232677","9","8","0","0","0","0.0210823367904658","15","2","0","0","0","0.08005074802928369"
,"2","20","0","0","0","-0.011691587734286291","20","4","0","0","0","0.10993780541147362","16","1","0","0","0","0.051216040021419315","2","20","0","0","0","-0.016494392733867654","20","4","0","0","0","0.10860576470187379","16","1","0","0","0","0.05092835933629167","2","20","0","0","0","-0.03645272395422609","20","1","0","0","0","0.041868055250844326","15","2","0","0","0","0.08205929173040563","2","20","0","0","0","-0.03266411686435718","14","3","0","0","0","0.10568163372986343","16","1","0","0","0","0.05032877119698161","2","20","0","0","0","-0.03566586998909553","14","3","0","0","0","0.10426570535775073","16","1","0","0","0","0.05014897076877684","2","20","0","0","0","-0.04813982700181956","20","1","0","0","0","0.041554641755619626","15","2","0","0","0","0.08105501987984465","2","20","0","0","0","-0.05363664599442807","20","1","0","0","0","0.041432643945365444","16","1","0","0","0","0.04944150237254393","2","20","0","0","0","-0.05483734724432341","20","1","0","0","0","0.04139610719941452","16","1","0","0","0","0.04936958220126201","2","20","0","0","0","-0.059826930049413016","10","7","0","0","0","0.048211443392552525","15","2","0","0","0","0.08005074802928369"
,"3","20","0","0","0","-0.010162243592817184","22","4","0","0","0","0.105212253337919","17","1","0","0","0","0.048769943645092226","3","20","0","0","0","-0.01613593126039618","22","4","0","0","0","0.1041645122048111","17","1","0","0","0","0.0485306770298924","3","20","0","0","0","-0.04052441565911726","20","1","0","0","0","0.041868055250844326","16","2","0","0","0","0.07981136005824113","3","20","0","0","0","-0.03778889710866517","18","2","0","0","0","0.07615347297089171","17","1","0","0","0","0.047970926712339025","3","20","0","0","0","-0.04152245190090204","18","2","0","0","0","0.07574912397797429","17","1","0","0","0","0.04782138507783913","3","20","0","0","0","-0.056765254650102716","20","1","0","0","0","0.041554641755619626","16","2","0","0","0","0.07868868439854063","3","20","0","0","0","-0.06541555062451317","20","1","0","0","0","0.041432643945365444","17","1","0","0","0","0.04717190977958583","3","20","0","0","0","-0.06690897254140792","20","1","0","0","0","0.04139610719941452","17","1","0","0","0","0.047112093125785875","3","20","0","0","0","-0.07300609364108819","11","7","0","0","0","0.059115427378283264","16","2","0","0","0","0.07756600873884013"
,"3","22","0","0","0","-0.010423983740330657","22","4","0","0","0","0.105212253337919","17","1","0","0","0","0.048769943645092226","3","22","0","0","0","-0.015517010301953823","22","4","0","0","0","0.1041645122048111","17","1","0","0","0","0.0485306770298924","3","22","0","0","0","-0.035692250110154214","21","1","0","0","0","0.040262124260664355","16","2","0","0","0","0.07981136005824113","3","22","0","0","0","-0.03661098983770666","19","2","0","0","0","0.07355828722505943","17","1","0","0","0","0.047970926712339025","3","22","0","0","0","-0.03979413143872113","19","2","0","0","0","0.07321118813852569","17","1","0","0","0","0.04782138507783913","3","22","0","0","0","-0.05240365631884639","21","1","0","0","0","0.03995533780566502","16","2","0","0","0","0.07868868439854063","3","22","0","0","0","-0.06279799593508267","21","1","0","0","0","0.03981104630710905","17","1","0","0","0","0.04717190977958583","3","22","0","0","0","-0.06407125257548846","21","1","0","0","0","0.03977952789929929","17","1","0","0","0","0.047112093125785875","3","22","0","0","0","-0.06911506252753856","11","7","0","0","0","0.059115427378283264","16","2","0","0","0","0.07756600873884013"
,"3","23","0","0","0","-0.010485442744925242","25","3","0","0","0","0.08292239304742768","17","1","0","0","0","0.048769943645092226","3","23","0","0","0","-0.015209207455840592","25","3","0","0","0","0.08243087874563197","17","1","0","0","0","0.0485306770298924","3","23","0","0","0","-0.03368076229129676","21","1","0","0","0","0.040262124260664355","17","1","0","0","0","0.047434460416704884","3","23","0","0","0","-0.035996961114758974","20","3","0","0","0","0.09073998301404049","17","1","0","0","0","0.047970926712339025","3","23","0","0","0","-0.038949314059081065","20","3","0","0","0","0.09017994979520497","17","1","0","0","0","0.04782138507783913","3","23","0","0","0","-0.05049403583124117","21","1","0","0","0","0.03995533780566502","17","1","0","0","0","0.047136249694596934","3","23","0","0","0","-0.06150847948459272","21","1","0","0","0","0.03981104630710905","17","1","0","0","0","0.04717190977958583","3","23","0","0","0","-0.06268942066232155","21","1","0","0","0","0.03977952789929929","17","1","0","0","0","0.047112093125785875","3","23","0","0","0","-0.06730730937118559","11","7","0","0","0","0.059115427378283264","17","1","0","0","0","0.04683803897248899"
,"3","24","0","0","0","-0.010512151602485552","25","3","0","0","0","0.08292239304742768","17","1","0","0","0","0.048769943645092226","3","24","0","0","0","-0.014905288638679279","25","3","0","0","0","0.08243087874563197","17","1","0","0","0","0.0485306770298924","3","24","0","0","0","-0.03188249995288717","23","0","0","0","0","0","19","1","0","0","0","0.04359279991097266","3","24","0","0","0","-0.03537667911369339","21","3","0","0","0","0.08843407270071975","17","1","0","0","0","0.047970926712339025","3","24","0","0","0","-0.03812238976131446","21","3","0","0","0","0.08794236236065264","17","1","0","0","0","0.04782138507783913","3","24","0","0","0","-0.04873314683269439","23","0","0","0","0","0","19","1","0","0","0","0.04327674994435793","3","24","0","0","0","-0.060241206624901227","23","0","0","0","0","0","17","1","0","0","0","0.04717190977958583","3","24","0","0","0","-0.06133949088394965","23","0","0","0","0","0","17","1","0","0","0","0.047112093125785875","3","24","0","0","0","-0.06558379371250163","11","7","0","0","0","0.059115427378283264","19","1","0","0","0","0.04296069997774319"
,"3","25","0","0","0","-0.01051067018300045","25","3","0","0","0","0.08292239304742768","17","1","0","0","0","0.048769943645092226","3","25","0","0","0","-0.014606622697964795","25","3","0","0","0","0.08243087874563197","17","1","0","0","0","0.0485306770298924","3","25","0","0","0","-0.030265542091611784","24","0","0","0","0","0","19","1","0","0","0","0.04359279991097266","3","25","0","0","0","-0.03475566667778636","22","3","0","0","0","0.08620759229485818","17","1","0","0","0","0.047970926712339025","3","25","0","0","0","-0.03731563699963907","22","3","0","0","0","0.08577352753108347","17","1","0","0","0","0.04782138507783913","3","25","0","0","0","-0.04710246162066844","24","0","0","0","0","0","19","1","0","0","0","0.04327674994435793","3","25","0","0","0","-0.059000663172572264","24","0","0","0","0","0","17","1","0","0","0","0.04717190977958583","3","25","0","0","0","-0.06002465130131335","24","0","0","0","0","0","17","1","0","0","0","0.047112093125785875","3","25","0","0","0","-0.0639393811497251","12","6","0","0","0","0.07912611454272628","19","1","0","0","0","0.04296069997774319"
,"3","26","0","0","0","-0.010486312968634118","25","3","0","0","0","0.08292239304742768","18","2","0","0","0","0.07864555675342674","3","26","0","0","0","-0.014314173751150065","25","3","0","0","0","0.08243087874563197","18","2","0","0","0","0.07799859836475886","3","26","0","0","0","-0.02880398851099602","26","0","0","0","0","0","20","1","0","0","0","0.041868055250844326","3","26","0","0","0","-0.03413810239739271","23","3","0","0","0","0.08406214065212689","18","2","0","0","0","0.07615347297089171","3","26","0","0","0","-0.036530515386465186","23","3","0","0","0","0.0836770511376501","18","2","0","0","0","0.07574912397797429","3","26","0","0","0","-0.0455866496113689","26","0","0","0","0","0","20","1","0","0","0","0.041554641755619626","3","26","0","0","0","-0.05778989182615131","26","0","0","0","0","0","18","2","0","0","0","0.07366138918835669","3","26","0","0","0","-0.058746857021780306","26","0","0","0","0","0","18","2","0","0","0","0.07349964959118972","3","26","0","0","0","-0.06236931071174179","12","7","0","0","0","0.0680336673281593","20","1","0","0","0","0.041241228260394946"
